offer_id,source,categories,title,expected_count,extracted_count,matched_count,missing_count,extra_count,recall_pct,precision_pct,expected,extracted,missing,extra
478,adzuna,,Projektant / Projektantka,0,0,0,0,0,0.0,0.0,,,,
479,adzuna,customer_service,Konsultant lub Konsultantka SAP MM - CNS,0,0,0,0,0,0.0,0.0,,,,
480,adzuna,customer_service,Konsultant lub Konsultantka SAP TRM,0,0,0,0,0,0.0,0.0,,,,
481,adzuna,,SAP Transportation Manager/ka,0,0,0,0,0,0.0,0.0,,,,
482,adzuna,,Junior AML Analyst,0,0,0,0,0,0.0,0.0,,,,
483,adzuna,,Senior Consultant - Cybersecurity Consulting,0,0,0,0,0,0.0,0.0,,,,
484,adzuna,customer_service,Konsultantka lub Konsultant SAP SD - CNS,0,0,0,0,0,0.0,0.0,,,,
485,adzuna,customer_service,Konsultant lub Konsultantka SAP FI,0,0,0,0,0,0.0,0.0,,,,
486,adzuna,customer_service,Młodszy/a Konsultant/ka w dziale Immigration People Advisory Services EY,0,0,0,0,0,0.0,0.0,,,,
487,adzuna,,Senior/ka w zespole Cen Transferowych (TP-ITTS),0,0,0,0,0,0.0,0.0,,,,
488,adzuna,,Analityk/Analityczka w Zespole Transaction Diligence EY-Parthenon,0,0,0,0,0,0.0,0.0,,,,
489,adzuna,,"Analityk/czka ds. Audytu Wewnętrznego, Zarządzania Ryzykiem Biznesowym i Kontroli Wewnętrznej",0,0,0,0,0,0.0,0.0,,,,
490,adzuna,,Senior/ka w zespole Cen Transferowych TP Delivery - EY Advantage,0,0,0,0,0,0.0,0.0,,,,
491,adzuna,,OT Security - Engineering and Business Development,0,0,0,0,0,0.0,0.0,,,,
492,adzuna,,Analityk lub Analityczka - Zespół aktuarialny,0,0,0,0,0,0.0,0.0,,,,
493,adzuna,,Księgowa / Księgowy,0,0,0,0,0,0.0,0.0,,,,
494,adzuna,,Księgowy / Księgowa,0,0,0,0,0,0.0,0.0,,,,
495,adzuna,,Księgowy / Księgowa,0,0,0,0,0,0.0,0.0,,,,
496,adzuna,,Księgowy / Księgowa,0,0,0,0,0,0.0,0.0,,,,
497,adzuna,,Księgowy / Księgowa,0,0,0,0,0,0.0,0.0,,,,
498,adzuna,finance,Samodzielna Księgowa / Samodzielny Księgowy,2,2,2,0,0,100.0,100.0,trait:independence;work_activity:office_work,trait:independence;work_activity:office_work,,
499,adzuna,,Księgowy / Księgowa - Kadrowy / Kadrowa,0,0,0,0,0,0.0,0.0,,,,
500,adzuna,,Samodzielny księgowy / Samodzielna księgowa,1,1,1,0,0,100.0,100.0,trait:independence,trait:independence,,
501,adzuna,,Samodzielna Księgowa / Samodzielny Księgowy,1,1,1,0,0,100.0,100.0,trait:independence,trait:independence,,
502,adzuna,,Samodzielna Księgowa / Samodzielny Księgowy,2,2,2,0,0,100.0,100.0,trait:independence;work_activity:office_work,trait:independence;work_activity:office_work,,
503,adzuna,,Starsza księgowa/ Starszy księgowy,0,0,0,0,0,0.0,0.0,,,,
504,adzuna,,SAMODZIELNY KSIĘGOWY/SAMODZIELNA KSIĘGOWA,1,1,1,0,0,100.0,100.0,trait:independence,trait:independence,,
505,adzuna,,Zastępca Głównej Księgowej / Zastępca Głównego Księgowego,1,1,1,0,0,100.0,100.0,technology:ai_ml,technology:ai_ml,,
506,adzuna,,Księgowy / Księgowa inFakt - Uproszczona Księgowość (B2B),1,1,1,0,0,100.0,100.0,work_activity:office_work,work_activity:office_work,,
507,adzuna,,Księgowy / Księgowa inFakt - Pełna Księgowość (B2B),1,1,1,0,0,100.0,100.0,work_activity:office_work,work_activity:office_work,,
508,adzuna,,Główna Księgowa / Główny Księgowy - możliwy wspólnik,0,0,0,0,0,0.0,0.0,,,,
509,adzuna,,Młodszy Księgowy / Młodsza Księgowa - Pełna Księgowość (B2B),1,1,1,0,0,100.0,100.0,work_activity:office_work,work_activity:office_work,,
510,adzuna,,Młodsza księgowa/ Młodszy księgowy w dziale Doradztwa Podatkowego,0,0,0,0,0,0.0,0.0,,,,
511,adzuna,,Młodszy Księgowy / Młodsza Księgowa inFakt - Uproszczona Księgowość (B2B),1,1,1,0,0,100.0,100.0,work_activity:office_work,work_activity:office_work,,
512,adzuna,,Księgowy inFakt — Uproszczona Księgowość B2B,0,0,0,0,0,0.0,0.0,,,,
513,adzuna,,Księgowy inFakt — Pełna Księgowość B2B,0,0,0,0,0,0.0,0.0,,,,
514,adzuna,,Młodszy Księgowy inFakt — Uproszczona Księgowość B2B,0,0,0,0,0,0.0,0.0,,,,
515,adzuna,,Specjalistka / Specjalista ds. Księgowości (Dział Obsługi Klienta),1,1,1,0,0,100.0,100.0,work_activity:shift_work,work_activity:shift_work,,
516,adzuna,,Specjalistka / Specjalista ds. Księgowości Obsługa klienta,0,0,0,0,0,0.0,0.0,,,,
517,adzuna,,Junior Specialist in Digital Tax,1,1,1,0,0,100.0,100.0,technology:python,technology:python,,
518,adzuna,,Staż w dziale Doradztwa Podatkowego - zespół księgowości,1,1,1,0,0,100.0,100.0,trait:availability,trait:availability,,
519,adzuna,,Specjalistka / Specjalista ds. księgowości,0,0,0,0,0,0.0,0.0,,,,
520,adzuna,,Specjalistka / Specjalista ds. Teletransmisji,0,0,0,0,0,0.0,0.0,,,,
521,adzuna,customer_service,Konsultant/ Konsultantka operacyjna ERP enova365 Kadry i Płace,0,0,0,0,0,0.0,0.0,,,,
522,adzuna,customer_service,Konsultant / Konsultantka ds. wdrożeń ERP - Enova365 (Kadry i Płace),1,1,1,0,0,100.0,100.0,technology:sql,technology:sql,,
523,adzuna,finance,PRACA ELEKTRYK RZESZÓW - ZAKŁAD PRODUKCYJNY (k/m),1,1,1,0,0,100.0,100.0,work_activity:office_work,work_activity:office_work,,
524,adzuna,,Praca dla kardiologa na dyżury szpital Dębica,0,0,0,0,0,0.0,0.0,,,,
525,adzuna,,Praca dla kardiologa zachowawczego szpital Dębica,0,0,0,0,0,0.0,0.0,,,,
526,adzuna,,Kardiolog Inwazyjny praca na dyżury Tarnów,0,0,0,0,0,0.0,0.0,,,,
527,adzuna,,Sales Manager,3,3,3,0,0,100.0,100.0,certification:driving_license_b;work_activity:driving;work_activity:sales,certification:driving_license_b;work_activity:driving;work_activity:sales,,
528,adzuna,,Praca dla lekarza POZ i mieszkanie Nowy Sącz,0,0,0,0,0,0.0,0.0,,,,
529,adzuna,,Specjalista ds. kontrolingu wewnętrznego,0,0,0,0,0,0.0,0.0,,,,
530,adzuna,,Sales Manager,1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
531,adzuna,finance,Business Development Specialist German market,0,0,0,0,0,0.0,0.0,,,,
532,adzuna,,Operator / Operatorka wózka widłowego wysokiego składowania,1,1,1,0,0,100.0,100.0,certification:forklift_license,certification:forklift_license,,
533,adzuna,,Doradca / Doradczyni ds. Sprzedaży – Systemy Ogrzewania dla Domu (B2C),1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
534,adzuna,,"Osoba Techniczna - prace elektryczne, hydrauliczne, złota rączka, prace remontowe",0,0,0,0,0,0.0,0.0,,,,
535,adzuna,,HR Business Partner,1,1,1,0,0,100.0,100.0,trait:problem_solving,trait:problem_solving,,
536,adzuna,,Kierowniczka / Kierownik Projektw HR,0,0,0,0,0,0.0,0.0,,,,
537,adzuna,,ServiceNow Consultant – Home Appliances Industry f m x,0,0,0,0,0,0.0,0.0,,,,
538,adzuna,,UKG Support Specialist f m x,0,0,0,0,0,0.0,0.0,,,,
539,adzuna,,Regular ServiceNow HRSD Consultant (f/m/x),0,0,0,0,0,0.0,0.0,,,,
540,adzuna,,UKG Support Specialist (f/m/x),0,0,0,0,0,0.0,0.0,,,,
541,adzuna,,Business Development Manager,1,1,1,0,0,100.0,100.0,work_activity:shift_work,work_activity:shift_work,,
542,adzuna,,Starszy Specjalista ds. Personalnych w Centrum Uslug Wsplnych,0,0,0,0,0,0.0,0.0,,,,
543,adzuna,,Specjalista ds. Personalnych w Centrum Uslug Wsplnych,0,0,0,0,0,0.0,0.0,,,,
544,adzuna,,ServiceNow Consultant – Home Appliances Industry (f/m/x),0,0,0,0,0,0.0,0.0,,,,
545,adzuna,,Jira Service Management Consultant f m x,2,2,2,0,0,100.0,100.0,technology:javascript;technology:jira,technology:javascript;technology:jira,,
546,adzuna,,Proste prace w odlewni - bez doświadczenia,0,0,0,0,0,0.0,0.0,,,,
547,adzuna,logistics,Spedytor międzynarodowy (m/k),0,0,0,0,0,0.0,0.0,,,,
548,adzuna,logistics,Manager / Managerka działu transportu międzynarodowego,0,0,0,0,0,0.0,0.0,,,,
549,adzuna,,SALES MANAGER POLAND m/k medycyna estetyczna,2,2,2,0,0,100.0,100.0,technology:ai_ml;work_activity:sales,technology:ai_ml;work_activity:sales,,
550,adzuna,,Starszy Specjalista / Starsza Specjalistka ds. Benefitw i Swiadczen Pracowniczych,0,0,0,0,0,0.0,0.0,,,,
551,adzuna,,Senior SAP HCM Consultant f m x,0,0,0,0,0,0.0,0.0,,,,
552,adzuna,sales,Przedstawiciel handlowy | Rzeszów,1,1,1,0,0,100.0,100.0,work_activity:driving,work_activity:driving,,
553,adzuna,,Ankieter terenowy | Rzeszów,3,3,3,0,0,100.0,100.0,trait:communication;trait:independence;work_activity:driving,trait:communication;trait:independence;work_activity:driving,,
554,adzuna,,Promotor Marki OZE | Rzeszów,5,5,5,0,0,100.0,100.0,certification:driving_license_b;trait:availability;trait:communication;trait:independence;work_activity:driving,certification:driving_license_b;trait:availability;trait:communication;trait:independence;work_activity:driving,,
555,adzuna,sales,Przedstawiciel handlowy | Rzeszów,1,1,1,0,0,100.0,100.0,work_activity:driving,work_activity:driving,,
556,adzuna,,Jira Service Management Consultant (f/m/x),1,1,1,0,0,100.0,100.0,technology:jira,technology:jira,,
557,adzuna,sales,Przedstawiciel handlowy OZE B2B,1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
558,adzuna,,Regionalny Doradca Techniczno-Handlowy m/k,1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
559,adzuna,,Branch Manager,0,0,0,0,0,0.0,0.0,,,,
560,adzuna,,Przedstawiciel/ka handlowy/a,3,3,3,0,0,100.0,100.0,certification:driving_license_b;work_activity:driving;work_activity:sales,certification:driving_license_b;work_activity:driving;work_activity:sales,,
561,adzuna,,Staż w Dziale Komunikacji i Employer Brandingu,0,0,0,0,0,0.0,0.0,,,,
562,adzuna,technical,Osoba na stanowisko Mechanik,1,1,1,0,0,100.0,100.0,trait:communication,trait:communication,,
563,adzuna,sales,Przedstawiciel Handlowy m/k,0,0,0,0,0,0.0,0.0,,,,
564,adzuna,,Senior Engineer - Global Infrastructure,0,0,0,0,0,0.0,0.0,,,,
565,adzuna,,Zlecenia na magazynie z uprawnieniami UDT | Rzeszów,1,1,1,0,0,100.0,100.0,certification:forklift_license,certification:forklift_license,,
566,adzuna,sales,Handlowiec branża energetyczna m/k/n,0,0,0,0,0,0.0,0.0,,,,
567,adzuna,transport,Mobilny Technik Serwisu chłodnictwa przemysłowego m/k/n,0,0,0,0,0,0.0,0.0,,,,
568,adzuna,,Inżynier Sprzedaży Automatyki Przemysłowej m/k,0,0,0,0,0,0.0,0.0,,,,
569,adzuna,,AML/KYC Junior Analyst,0,0,0,0,0,0.0,0.0,,,,
570,adzuna,,Doradca ubezpieczeniowy (k/m/d),1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
571,adzuna,,Praca dodatkowa dla specjalistów medycznych | Domowe pobrania krwi,0,0,0,0,0,0.0,0.0,,,,
572,adzuna,,Inżynier Sprzedaży Automatyki Przemysłowej (m/k),0,0,0,0,0,0.0,0.0,,,,
573,adzuna,,Kierownik Projektu - obszar bankowy (m./k./os.),0,0,0,0,0,0.0,0.0,,,,
574,adzuna,,Specjalista/Specjalistka ds. kadr i płac Enova365,1,1,1,0,0,100.0,100.0,work_activity:office_work,work_activity:office_work,,
575,adzuna,,Młodszy Analityk / Młodsza Analityczka w dziale QRS Quality Risk & Security,0,0,0,0,0,0.0,0.0,,,,
576,adzuna,,Operator / Operatorka CNC,0,0,0,0,0,0.0,0.0,,,,
577,adzuna,,Controlling Manager,0,0,0,0,0,0.0,0.0,,,,
578,adzuna,sales,Autoryzowany Przedstawiciel Handlowy (k/m),0,0,0,0,0,0.0,0.0,,,,
579,adzuna,,Finance Controller,0,0,0,0,0,0.0,0.0,,,,
580,adzuna,,Specjalista(-ka) ds. Sprzedaży Terenowej (B2B),1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
581,adzuna,,Kierownik sklepu (m/k),1,1,1,0,0,100.0,100.0,trait:responsibility,trait:responsibility,,
582,adzuna,,Specjalista / Specjalistka ds. rozwoju biznesu,1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
583,adzuna,,Specjalista ds. materiałów elektrycznych i AKPiA (k/m),0,0,0,0,0,0.0,0.0,,,,
584,adzuna,,Senior/ka w zespole Business Tax Advisory,0,0,0,0,0,0.0,0.0,,,,
585,adzuna,,Manager/ka w zespole Doradztwa Podatkowego,0,0,0,0,0,0.0,0.0,,,,
586,adzuna,,Manager/ka w Zespole Business Tax Advisory,0,0,0,0,0,0.0,0.0,,,,
587,adzuna,transport,Mlodsza Mechaniczka / Mlodszy Mechanik Lotniczy,0,0,0,0,0,0.0,0.0,,,,
588,adzuna,technical,Mechanik samochodowy,2,2,2,0,0,100.0,100.0,trait:independence;trait:responsibility,trait:independence;trait:responsibility,,
589,adzuna,technical,Mechanik Napraw APU / Mechaniczka Napraw APU,0,0,0,0,0,0.0,0.0,,,,
590,adzuna,technical,Mechanik Napraw APU/Mechaniczka Napraw APU,0,0,0,0,0,0.0,0.0,,,,
591,adzuna,technical,Mechanik - Serwisant elektronarzędzi,0,0,0,0,0,0.0,0.0,,,,
592,adzuna,technical,Młodsza Mechaniczka/ Młodszy Mechanik PT6/ Pratt&Whitney Aeropower,0,0,0,0,0,0.0,0.0,,,,
593,adzuna,technical,Mechanik/ Elektromechanik/ Diagnosta samochodowy (K/M),0,0,0,0,0,0.0,0.0,,,,
594,adzuna,technical,Pomocnik Mechanik samochodowy - Technik utrzymania ruchu,0,0,0,0,0,0.0,0.0,,,,
595,adzuna,,Mechanik ds. obsługi sprzętu GSE (K/M),1,1,1,0,0,100.0,100.0,certification:forklift_license,certification:forklift_license,,
596,adzuna,technical,Inżynier Projektant - Mechanik k/m branża elektroenergetyczna,0,0,0,0,0,0.0,0.0,,,,
597,adzuna,technical,Mechanik samochodów ciężarowych (m/k) - Türkheim-TR-DPK-DE,0,0,0,0,0,0.0,0.0,,,,
598,adzuna,technical,Elektryk - Mechanik - Technik Turbin Wiatrowych / Wind Turbine Technician (k/m),1,1,1,0,0,100.0,100.0,work_activity:physical_work,work_activity:physical_work,,
599,adzuna,,Simulation Engineer FEA f/m,0,0,0,0,0,0.0,0.0,,,,
600,adzuna,technical,Repair Mechanic,0,0,0,0,0,0.0,0.0,,,,
601,adzuna,technical,Elektryk przemysłowy,0,0,0,0,0,0.0,0.0,,,,
602,adzuna,technical,Elektryk / Elektromonter (k/m),0,0,0,0,0,0.0,0.0,,,,
603,adzuna,technical,Elektryk przemysłowy (k/m),0,0,0,0,0,0.0,0.0,,,,
604,adzuna,technical,Starszy Elektryk - Elektromonter (f/m/x),1,1,1,0,0,100.0,100.0,trait:communication,trait:communication,,
605,adzuna,technical,Starszy Elektryk - Elektromonter (f/m/x),1,1,1,0,0,100.0,100.0,trait:communication,trait:communication,,
606,adzuna,technical,PRACA ELEKTRYK RZESZÓW - ZAKŁAD PRODUKCYJNY (k/m),2,2,2,0,0,100.0,100.0,certification:sep;work_activity:office_work,certification:sep;work_activity:office_work,,
607,adzuna,technical,Starszy Elektryk / Elektromonter f/m/x,0,0,0,0,0,0.0,0.0,,,,
608,adzuna,technical,Serwisant / Serwisantka urzadzeń dźwigowych,1,1,1,0,0,100.0,100.0,certification:forklift_license,certification:forklift_license,,
609,adzuna,technical,Serwisant,0,0,0,0,0,0.0,0.0,,,,
610,adzuna,,Spawacz / Spawaczka,1,1,1,0,0,100.0,100.0,work_activity:office_work,work_activity:office_work,,
611,adzuna,,Monter - Spawacz,0,0,0,0,0,0.0,0.0,,,,
612,adzuna,technical,SPAWACZ (K/M),0,0,0,0,0,0.0,0.0,,,,
613,adzuna,technical,Spawacz mig/mag/tig,0,0,0,0,0,0.0,0.0,,,,
614,adzuna,,"BRYGADZISTA ŚLUSARZ/MONTER (M, K)",0,0,0,0,0,0.0,0.0,,,,
615,adzuna,,Inżynier Budowy / Kierownik Robót (K/M) branża robót specjalistycznych,0,0,0,0,0,0.0,0.0,,,,
616,adzuna,technical,Slusarz / Slusarka,0,0,0,0,0,0.0,0.0,,,,
617,adzuna,,Monter z doświadczeniem / Ślusarz - balustrady zadaszenia konstrukcje,0,0,0,0,0,0.0,0.0,,,,
618,adzuna,,Serwisant,1,1,1,0,0,100.0,100.0,work_activity:customer_service,work_activity:customer_service,,
619,adzuna,technical,Serwisant rowerów / Serwisantka rowerów,0,0,0,0,0,0.0,0.0,,,,
620,adzuna,technical,Serwisant / Serwisantka instalacji klimatyzacji HVAC,0,0,0,0,0,0.0,0.0,,,,
621,adzuna,technical,Serwisant Rowerowy/Serwisantka Rowerowa w Decathlon Rzeszów,0,0,0,0,0,0.0,0.0,,,,
622,adzuna,,"Monter / monterka - serwisant / serwisantka instalacji wentylacji, klimatyzacji",2,2,2,0,0,100.0,100.0,work_activity:driving;work_activity:office_work,work_activity:driving;work_activity:office_work,,
623,adzuna,technical,Serwisant (k/m),0,0,0,0,0,0.0,0.0,,,,
624,adzuna,technical,Serwisant kotłów przemysłowych BOSCH,0,0,0,0,0,0.0,0.0,,,,
625,adzuna,technical,Instalator - Serwisant systemów teletechnicznych i słaboprądowych,0,0,0,0,0,0.0,0.0,,,,
626,adzuna,,Pracownik działu obsługi klienta (K/M/N),0,0,0,0,0,0.0,0.0,,,,
627,adzuna,,Menedżer ds. finansów i controllingu,0,0,0,0,0,0.0,0.0,,,,
628,adzuna,sales,"Przedstawiciel handlowy OZE - fotowoltaika, pompy ciepła, pellet",1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
629,adzuna,sales,Przedstawiciel handlowy OZE,1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
630,adzuna,technical,Automatyk / Automatyczka,0,0,0,0,0,0.0,0.0,,,,
631,adzuna,technical,Inżynier Projektant Automatyk,0,0,0,0,0,0.0,0.0,,,,
632,adzuna,technical,Automatyk / Elektromechanik (m/k),0,0,0,0,0,0.0,0.0,,,,
633,adzuna,,Inżynier/-ka Rozruchu ds. Elektroenergetycznej Automatyki Zabezpieczeniowej,0,0,0,0,0,0.0,0.0,,,,
634,adzuna,,Młodszy Inżynier Wdrożeniowy Automatyka (Intralogistyka) (K/M),0,0,0,0,0,0.0,0.0,,,,
635,adzuna,,Staż w Dziale Automatyzacji Produkcji,0,0,0,0,0,0.0,0.0,,,,
636,adzuna,,Inżynier Projektant Sterowanie K/M,0,0,0,0,0,0.0,0.0,,,,
637,adzuna,,Koordynator projektów automatyzacji (m/k),0,0,0,0,0,0.0,0.0,,,,
638,adzuna,,Kierownik/Kierowniczka zakładu przetwarzania odpadów,0,0,0,0,0,0.0,0.0,,,,
639,adzuna,,Inżynier / Inżynierka Systemów OT,0,0,0,0,0,0.0,0.0,,,,
640,adzuna,,Inżynier Sprzedaży - Uszczelnienia Przemysłowe,1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
641,adzuna,construction,Kierownik Robót Sterowania Ruchem Kolejowym (K/M),0,0,0,0,0,0.0,0.0,,,,
642,adzuna,,Inżynier rozruchu - praca w delegacji (K/M),1,1,1,0,0,100.0,100.0,work_activity:office_work,work_activity:office_work,,
643,adzuna,,Inżynier Systemów Zabezpieczeń Technicznych (Security Systems Engineer),1,1,1,0,0,100.0,100.0,technology:linux,technology:linux,,
644,adzuna,,Kierownik Robót / Inżynier Robót Elektrycznych (K/M),0,0,0,0,0,0.0,0.0,,,,
645,adzuna,,Technik / Techniczka Serwisu,0,0,0,0,0,0.0,0.0,,,,
646,adzuna,,Mlodsza Planistka Napraw /Mlodszy Planista Napraw- Staz,0,0,0,0,0,0.0,0.0,,,,
647,adzuna,technical,Technik Serwisu (k/m),0,0,0,0,0,0.0,0.0,,,,
648,adzuna,,Operations Specialist - future COO track,0,0,0,0,0,0.0,0.0,,,,
649,adzuna,,Mlodsza Konstruktorka / Mlodszy Konstruktor - obszar oprzyrzadowania specjalnego,0,0,0,0,0,0.0,0.0,,,,
650,adzuna,,Kierownik projektu montażu (m/k),0,0,0,0,0,0.0,0.0,,,,
651,adzuna,,PROFESJONALNE DORADZTWO I OBSŁUGA KLIENTA - TELEFONICZNIE,2,2,2,0,0,100.0,100.0,trait:availability;trait:communication,trait:availability;trait:communication,,
652,adzuna,,Specjalista / Specjalistka ds. Obsługi Klienta - mKiosk mBanku,0,0,0,0,0,0.0,0.0,,,,
653,adzuna,,Specjalista ds. Wsparcia Sprzedaży i Obsługi Klienta BOK,0,0,0,0,0,0.0,0.0,,,,
654,adzuna,,OSOBA DO OBSŁUGI KLIENTA K/M,1,1,1,0,0,100.0,100.0,work_activity:customer_service,work_activity:customer_service,,
655,adzuna,,SPECJALISTA DS. OBSŁUGI KLIENTA I SPRZEDAŻY MARKETPLACE (K/M),0,0,0,0,0,0.0,0.0,,,,
656,adzuna,,Młodszy Specjalista ds. Obsługi Klienta K/M | Rzeszów,1,1,1,0,0,100.0,100.0,trait:availability,trait:availability,,
657,adzuna,,Obsługa klienta w sklepie sportowym - RZESZÓW (OSIEDLE NOWE MIASTO)​,0,0,0,0,0,0.0,0.0,,,,
658,adzuna,,Obsługa klienta w sklepie sportowym - RZESZÓW (OSIEDLE NOWE MIASTO)​,0,0,0,0,0,0.0,0.0,,,,
659,adzuna,,Specjalista / Specjalistka ds. obsługi klienta z językiem niemieckim (B2) (rynek niemiecki – opieka senioralna),0,0,0,0,0,0.0,0.0,,,,
660,adzuna,,Przedstawicielka / Przedstawiciel ds. Sprzedaży Ubezpieczeń Majątkowych,0,0,0,0,0,0.0,0.0,,,,
661,adzuna,,Doradczyni Ubezpieczeniowa / Doradca Ubezpieczeniowy,1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
662,adzuna,,Ekspert / Ekspertka ds. kredytów hipotecznych w Sieci Centrów Finansowych mFinanse,0,0,0,0,0,0.0,0.0,,,,
663,adzuna,,Projektant - Opiekun Klienta (K/M),0,0,0,0,0,0.0,0.0,,,,
664,adzuna,,Doradca ds. OZE,2,2,2,0,0,100.0,100.0,certification:driving_license_b;work_activity:driving,certification:driving_license_b;work_activity:driving,,
665,adzuna,,Doradca / Doradczyni Klientów Biznesowych Play,2,0,0,2,0,0.0,0.0,certification:driving_license_b;work_activity:driving,,certification:driving_license_b;work_activity:driving,
666,adzuna,,Doradca Biznesowy Play,1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
667,adzuna,,Zastępca / Zastępczyni Managera Klubu – CityFit,0,0,0,0,0,0.0,0.0,,,,
668,adzuna,,PIZZERMAN bi1 Rzeszów,0,0,0,0,0,0.0,0.0,,,,
669,adzuna,,Specjalista ds. sprzedaży z językiem angielskim i/lub niemieckim (m/k),0,0,0,0,0,0.0,0.0,,,,
670,adzuna,,Doradca Leasingowy / Doradczyni Leasingowa,1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
671,adzuna,,Zastępca / Zastępczyni Managera Klubu,2,2,2,0,0,100.0,100.0,trait:responsibility;work_activity:office_work,trait:responsibility;work_activity:office_work,,
672,adzuna,,Inżynier ds. Sprzedaży Eksportowej (m/k),0,0,0,0,0,0.0,0.0,,,,
673,adzuna,,Wykładanie towaru w sklepie sportowym Rzeszów (Nowe Miasto),0,0,0,0,0,0.0,0.0,,,,
674,adzuna,,Wykładanie towaru w sklepie sportowym Rzeszów (Nowe Miasto),0,0,0,0,0,0.0,0.0,,,,
675,adzuna,,Audyt Tajemniczego Klienta,1,0,0,1,0,0.0,0.0,trait:responsibility,,trait:responsibility,
676,adzuna,customer_service,Konsultant telefoniczny praca bez doświadczenia,0,0,0,0,0,0.0,0.0,,,,
677,adzuna,,Agent Zdalny Wyłączny/Agentka Zdalna Wyłączna PZU SA,1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
678,adzuna,,Key Account Manager,1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
679,adzuna,,Przedstawiciel Bankowy / Przedstawicielka Bankowa sektor MŚP,1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
680,adzuna,,Agent Zdalny Wyłączny / Agentka Zdalna Wyłączna PZU SA,2,2,2,0,0,100.0,100.0,trait:independence;work_activity:sales,trait:independence;work_activity:sales,,
681,adzuna,,Ekspert ds. Nieruchomości Agent / Doradca,0,0,0,0,0,0.0,0.0,,,,
682,adzuna,sales,Przedstawiciel handlowy (k/m),2,2,2,0,0,100.0,100.0,work_activity:customer_service;work_activity:sales,work_activity:customer_service;work_activity:sales,,
683,adzuna,,Senior Datacenter Engineer (Cisco area),0,0,0,0,0,0.0,0.0,,,,
684,adzuna,sales,Doradca ds. kluczowych klientów – Handlowiec (k/m),1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
685,adzuna,sales,Handlowiec ds. Pozyskiwania Nieruchomości (Direct Sales) (k/m),1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
686,adzuna,sales,Handlowiec - Sprzedaż Samochodów Marki Chińskiej (k/m),2,2,2,0,0,100.0,100.0,technology:ai_ml;work_activity:sales,technology:ai_ml;work_activity:sales,,
687,adzuna,,Partner Biznesowy Orange / Manager Zespołu Sprzedażowego Orange,1,1,1,0,0,100.0,100.0,trait:responsibility,trait:responsibility,,
688,adzuna,,"MANAGER SPRZEDAŻY (K, M)",2,2,2,0,0,100.0,100.0,certification:driving_license_b;work_activity:sales,certification:driving_license_b;work_activity:sales,,
689,adzuna,sales,Młodszy Przedstawiciel Handlowy ds. monitoringu (k/m),2,2,2,0,0,100.0,100.0,trait:communication;work_activity:sales,trait:communication;work_activity:sales,,
690,adzuna,,Ankieter/ka terenowy/a,0,0,0,0,0,0.0,0.0,,,,
691,adzuna,,Doradca Biznesowy Play,1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
692,adzuna,,Specjalista / Specjalistka ds. sprzedaży,1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
693,adzuna,,Ankieter/ka terenowy/a,0,0,0,0,0,0.0,0.0,,,,
694,adzuna,sales,Przedstawiciel handlowy - branża leasingowa,0,0,0,0,0,0.0,0.0,,,,
695,adzuna,marketing,Kierownik / Kierowniczka Rozwoju Rynku,0,0,0,0,0,0.0,0.0,,,,
696,adzuna,marketing,Specjalista / Specjalistka ds. sprzedaży reklam internetowych,1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
697,adzuna,,Doradca Biznesowy ICT B2B | PLAY,1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
698,adzuna,,Doradca Biznesowy ICT B2B | PLAY,0,0,0,0,0,0.0,0.0,,,,
699,adzuna,sales,Przedstawiciel Handlowy (k/m),1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
700,adzuna,,Doradca ds. Rozwoju Sieci Światłowodowej Orange Polska,0,0,0,0,0,0.0,0.0,,,,
701,adzuna,logistics,Spedytor / Spedytorka,0,0,0,0,0,0.0,0.0,,,,
702,adzuna,marketing,Specjalista / Specjalistka Sprzedaży ds. Klientów VIP,1,1,1,0,0,100.0,100.0,work_activity:sales,work_activity:sales,,
